data;codcli;Vendedor;produto;des_cat_pro;produto;origem;peso_liquido;valor_total;movimento
08/09/2022;1752;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;210;283,5;ENTRADA
06/02/2023;2230;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;16510;23939,5;ENTRADA
06/02/2023;1965;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2550;2805;ENTRADA
06/02/2023;2521;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;86;86;ENTRADA
06/02/2023;2521;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;510;510;ENTRADA
06/02/2023;6150;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;940;1081;ENTRADA
06/02/2023;6623;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;140;140;ENTRADA
06/02/2023;6342;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1950;2242,5;ENTRADA
06/02/2023;112;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;710;781;ENTRADA
14/02/2023;4418;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;170;195,5;ENTRADA
14/02/2023;29;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;1150;287,5;ENTRADA
10/01/2023;5964;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1000;1050;ENTRADA
10/01/2023;5964;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;150;157,5;ENTRADA
10/01/2023;292;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;13260;14586;ENTRADA
10/01/2023;2946;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;5240;5764;ENTRADA
10/01/2023;5803;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;620;558;ENTRADA
10/01/2023;3059;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;850;722,5;ENTRADA
10/01/2023;2378;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2580;2709;ENTRADA
10/01/2023;6557;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;570;570;ENTRADA
12/01/2023;2230;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;16880;21944;ENTRADA
12/01/2023;2230;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;15760;20488;ENTRADA
12/01/2023;6110;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;99;103,95;ENTRADA
12/01/2023;2453;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;150;157,5;ENTRADA
12/01/2023;5832;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1152;979,2;ENTRADA
12/01/2023;812;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2130;2236,5;ENTRADA
12/01/2023;4450;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1190;1428;ENTRADA
12/01/2023;5790;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;112;100,8;ENTRADA
12/01/2023;3958;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1044;1096,2;ENTRADA
12/01/2023;5623;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2390;2509,5;ENTRADA
12/01/2023;1340;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;170;153;ENTRADA
12/01/2023;776;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1730;1903;ENTRADA
12/01/2023;29;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;1400;350;ENTRADA
13/02/2023;6272;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;20800;31200;ENTRADA
13/02/2023;6272;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;20000;30000;ENTRADA
13/02/2023;292;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;15130;17399,5;ENTRADA
13/02/2023;2378;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2560;2944;ENTRADA
13/02/2023;2702;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;7515;8642,25;ENTRADA
13/02/2023;1204;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;3960;2772;ENTRADA
22/02/2023;2378;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;440;506;ENTRADA
22/02/2023;1318;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;9360;12636;ENTRADA
22/02/2023;6649;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;7480;7480;ENTRADA
22/02/2023;6208;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;90;90;ENTRADA
22/02/2023;2702;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2220;2553;ENTRADA
16/03/2023;2230;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2426;2547,3;ENTRADA
16/03/2023;5726;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;641;737,15;ENTRADA
10/03/2023;4234;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;3950;4937,5;ENTRADA
10/03/2023;6681;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;750;825;ENTRADA
10/03/2023;1552;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1720;1978;ENTRADA
16/02/2023;55;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1130;1299,5;ENTRADA
16/02/2023;2378;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1310;1506,5;ENTRADA
16/02/2023;640;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;4360;5014;ENTRADA
16/02/2023;6649;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;5370;5370;ENTRADA
16/02/2023;4578;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;200;200;ENTRADA
16/02/2023;5282;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;13320;17982;ENTRADA
10/03/2023;6684;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;510;561;ENTRADA
27/01/2023;6228;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;140;140;ENTRADA
27/01/2023;2655;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1840;1932;ENTRADA
06/06/2022;1151;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;380;589;ENTRADA
06/06/2022;5184;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;410;615;ENTRADA
06/06/2022;51;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;580;1015;ENTRADA
06/06/2022;1886;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;270;472,5;ENTRADA
06/06/2022;2381;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;10240;17920;ENTRADA
06/06/2022;5294;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;400;600;ENTRADA
06/06/2022;2453;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;100;155;ENTRADA
06/06/2022;3295;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2300;3450;ENTRADA
06/06/2022;1451;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;380;570;ENTRADA
06/06/2022;5930;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1920;3264;ENTRADA
06/06/2022;1826;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;460;690;ENTRADA
06/06/2022;5670;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1970;3349;ENTRADA
06/06/2022;6192;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;100;175;ENTRADA
02/03/2023;2994;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2787;3205,05;ENTRADA
02/03/2023;3651;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;3640;4004;ENTRADA
23/02/2023;640;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;3870;4450,5;ENTRADA
23/02/2023;4053;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;9090;10453,5;ENTRADA
09/03/2023;6150;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;510;612;ENTRADA
09/03/2023;1886;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1243;1491,6;ENTRADA
09/03/2023;776;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2980;3576;ENTRADA
09/03/2023;6462;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;150;165;ENTRADA
09/03/2023;142;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1256;1507,2;ENTRADA
09/03/2023;4418;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;6890;8268;ENTRADA
28/02/2023;1938;Vendedor I;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;5420;5962;ENTRADA
28/02/2023;776;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;819;1023,75;ENTRADA
06/01/2022;2751;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1170;1872;ENTRADA
06/01/2022;5545;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;90;139,5;ENTRADA
06/01/2022;6078;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;3060;4590;ENTRADA
06/01/2022;2381;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1070;1712;ENTRADA
06/01/2022;2599;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;7200;11520;ENTRADA
06/01/2022;3474;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;180;279;ENTRADA
06/01/2022;3908;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;6580;10528;ENTRADA
06/01/2022;631;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;3840;6144;ENTRADA
06/01/2022;285;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1390;2085;ENTRADA
06/04/2022;6012;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;760;1448;ENTRADA
06/04/2022;1098;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1910;3438;ENTRADA
06/04/2022;5802;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;180;288;ENTRADA
06/04/2022;2842;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;820;1476;ENTRADA
06/04/2022;2884;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1660;2905;ENTRADA
06/04/2022;40;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;6560;11808;ENTRADA
06/04/2022;3614;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;410;717,5;ENTRADA
06/04/2022;4060;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1035;1759,5;ENTRADA
06/04/2022;6150;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;260;468;ENTRADA
06/04/2022;1083;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;150;240;ENTRADA
06/06/2022;1;Vendedor P;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;30480;51816;SAIDA
07/01/2022;776;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1820;2912;ENTRADA
07/01/2022;51;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;490;808,5;ENTRADA
07/01/2022;4188;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2200;3410;ENTRADA
07/01/2022;776;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2350;3760;ENTRADA
07/01/2022;5930;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;3270;5232;ENTRADA
07/01/2022;2804;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;600;960;ENTRADA
07/01/2022;1095;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;260;403;ENTRADA
07/01/2022;393;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;420;651;ENTRADA
07/01/2022;2381;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;762;1219,2;ENTRADA
07/01/2022;1881;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;465;720,75;ENTRADA
07/01/2022;4116;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1040;1560;ENTRADA
07/01/2022;2117;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;31410;62462,87;SAIDA
07/01/2022;2117;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;19732;39659,74;SAIDA
07/01/2022;2117;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;20442;41086,78;SAIDA
06/02/2023;6503;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;80;80;ENTRADA
06/02/2023;2702;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;12500;14375;ENTRADA
06/02/2023;6102;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;700;700;ENTRADA
06/02/2023;3806;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;230;230;ENTRADA
06/02/2023;631;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;6620;7282;ENTRADA
06/02/2023;6592;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;980;931;ENTRADA
06/02/2023;3223;Vendedor L;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;130;130;ENTRADA
06/02/2023;903;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;3730;4476;ENTRADA
08/11/2022;1938;Vendedor I;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2060;2369;ENTRADA
08/11/2022;3651;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1940;2231;ENTRADA
08/11/2022;6482;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;180;162;ENTRADA
08/11/2022;5901;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;710;781;ENTRADA
08/11/2022;3908;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;5940;6237;ENTRADA
08/11/2022;5295;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;185;166,5;ENTRADA
08/11/2022;2649;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2370;2133;ENTRADA
08/11/2022;4961;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;770;847;ENTRADA
08/11/2022;40;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;3030;3333;ENTRADA
08/11/2022;1425;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1570;1334,5;ENTRADA
08/11/2022;3958;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1120;1176;ENTRADA
08/11/2022;26;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2310;2425,5;ENTRADA
08/11/2022;2381;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;3620;3982;ENTRADA
08/11/2022;4418;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;7070;8484;ENTRADA
08/11/2022;2116;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;25333;35972,86;SAIDA
08/11/2022;2116;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;30566.2;43404;SAIDA
08/11/2022;2116;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;23697.1;33649,88;SAIDA
09/01/2023;5347;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;490;441;ENTRADA
09/01/2023;2994;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2000;2200;ENTRADA
09/01/2023;1849;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;4680;3978;ENTRADA
09/01/2023;6070;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2270;2383,5;ENTRADA
09/01/2023;2453;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;172;180,6;ENTRADA
09/01/2023;4388;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;130;117;ENTRADA
09/01/2023;5116;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;180;162;ENTRADA
09/01/2023;825;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;140;126;ENTRADA
09/01/2023;112;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1020;1071;ENTRADA
09/01/2023;51;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2610;2740,5;ENTRADA
09/01/2023;6574;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;280;280;ENTRADA
09/01/2023;1826;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;680;612;ENTRADA
09/12/2022;51;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;360;396;ENTRADA
09/12/2022;3651;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1290;1419;ENTRADA
09/12/2022;2599;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;3700;4255;ENTRADA
09/12/2022;2381;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2150;2365;ENTRADA
17/01/2023;55;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1400;1610;ENTRADA
17/01/2023;3908;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1370;1507;ENTRADA
17/01/2023;5852;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;134;154,1;ENTRADA
17/01/2023;4765;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;455;455;ENTRADA
17/01/2023;6150;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;414;476,1;ENTRADA
17/01/2023;4765;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;480;480;ENTRADA
17/01/2023;2986;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;200;200;ENTRADA
17/01/2023;6342;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;890;1023,5;ENTRADA
17/01/2023;2453;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;171;188,1;ENTRADA
17/01/2023;2946;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;5760;6336;ENTRADA
17/01/2023;1336;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1110;1221;ENTRADA
17/01/2023;2986;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;600;600;ENTRADA
17/01/2023;1846;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1160;1102;ENTRADA
17/01/2023;3121;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1910;2101;ENTRADA
17/01/2023;640;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1872;2152,8;ENTRADA
16/02/2023;925;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;4200;4620;ENTRADA
16/02/2023;4800;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1215;1154,25;ENTRADA
16/02/2023;2688;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2170;2387;ENTRADA
17/10/2022;5861;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;9980;12475;ENTRADA
17/10/2022;4819;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;15090;18108;ENTRADA
17/10/2022;292;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;17890;24151,5;ENTRADA
17/10/2022;812;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1380;1587;ENTRADA
17/10/2022;6055;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;4020;4020;ENTRADA
17/10/2022;5184;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;380;570;ENTRADA
17/10/2022;2116;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;37867.5;60588;SAIDA
17/10/2022;2116;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;23005.5;36808,8;SAIDA
17/10/2022;2116;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;23005.5;36808,8;SAIDA
19/01/2023;2702;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;9420;10833;ENTRADA
19/01/2023;822;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;260;286;ENTRADA
19/01/2023;3958;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;300;330;ENTRADA
19/01/2023;40;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2830;3254,5;ENTRADA
19/01/2023;4221;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1540;2310;ENTRADA
19/01/2023;4221;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;3420;5130;ENTRADA
19/01/2023;4832;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;340;323;ENTRADA
19/01/2023;189;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1690;1183;ENTRADA
19/01/2023;1018;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;4820;5061;ENTRADA
19/01/2023;6553;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2610;2871;ENTRADA
19/01/2023;6602;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;170;170;ENTRADA
19/01/2023;465;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2290;2519;ENTRADA
19/01/2023;6600;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2200;2200;ENTRADA
20/09/2022;631;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;4920;6642;ENTRADA
20/09/2022;2230;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;27110;39309,5;ENTRADA
20/09/2022;6110;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1130;1469;ENTRADA
20/09/2022;4391;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;460;552;ENTRADA
20/09/2022;2884;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2470;3334,5;ENTRADA
20/09/2022;6174;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;14000;23067,8;ENTRADA
20/09/2022;4418;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;4230;5922;ENTRADA
20/09/2022;5330;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;3890;5251,5;ENTRADA
20/09/2022;2230;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;16520;23954;ENTRADA
21/12/2022;1440;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2820;2820;ENTRADA
24/08/2022;6174;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;21180;34898,29;ENTRADA
24/08/2022;594;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;38;45,6;ENTRADA
24/08/2022;6174;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;21560;35524,41;ENTRADA
24/08/2022;5816;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;33080;47966;ENTRADA
24/08/2022;2453;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;220;297;ENTRADA
24/08/2022;4418;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;6730;9422;ENTRADA
24/08/2022;40;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;4450;6230;ENTRADA
